Category,State,Year,Month,Value(cents per KWH),state_year_month
Average retail price of electricity , Minnesota ,2010,4,10.33, Minnesota 20104
Average retail price of electricity , Minnesota ,2010,3,10.04, Minnesota 20103
Average retail price of electricity , Minnesota ,2010,2,9.92, Minnesota 20102
Average retail price of electricity , Minnesota ,2010,1,9.68, Minnesota 20101
Average retail price of electricity , Minnesota ,2009,12,9.76, Minnesota 200912
Average retail price of electricity , Minnesota ,2009,11,9.97, Minnesota 200911
Average retail price of electricity , Minnesota ,2009,10,10.17, Minnesota 200910
Average retail price of electricity , Minnesota ,2009,9,10.11, Minnesota 20099
Average retail price of electricity , Minnesota ,2009,8,10.95, Minnesota 20098
Average retail price of electricity , Minnesota ,2009,7,10.93, Minnesota 20097
Average retail price of electricity , Minnesota ,2009,6,10.7, Minnesota 20096
Average retail price of electricity , Minnesota ,2009,5,10.11, Minnesota 20095
Average retail price of electricity , Minnesota ,2009,4,9.76, Minnesota 20094
Average retail price of electricity , Minnesota ,2009,3,9.72, Minnesota 20093
Average retail price of electricity , Minnesota ,2009,2,9.53, Minnesota 20092
Average retail price of electricity , Minnesota ,2009,1,9.29, Minnesota 20091
Average retail price of electricity , Minnesota ,2008,12,9.25, Minnesota 200812
Average retail price of electricity , Minnesota ,2008,11,9.77, Minnesota 200811
Average retail price of electricity , Minnesota ,2008,10,10.02, Minnesota 200810
Average retail price of electricity , Minnesota ,2008,9,10.22, Minnesota 20089
Average retail price of electricity , Minnesota ,2008,8,10.45, Minnesota 20088
Average retail price of electricity , Minnesota ,2008,7,10.75, Minnesota 20087
Average retail price of electricity , Minnesota ,2008,6,10.43, Minnesota 20086
Average retail price of electricity , Minnesota ,2008,5,9.78, Minnesota 20085
Average retail price of electricity , Minnesota ,2008,4,9.2, Minnesota 20084
Average retail price of electricity , Minnesota ,2008,3,9.17, Minnesota 20083
Average retail price of electricity , Minnesota ,2008,2,9.08, Minnesota 20082
Average retail price of electricity , Minnesota ,2008,1,9.14, Minnesota 20081
Average retail price of electricity , Minnesota ,2007,12,9.14, Minnesota 200712
Average retail price of electricity , Minnesota ,2007,11,9.09, Minnesota 200711
Average retail price of electricity , Minnesota ,2007,10,9.27, Minnesota 200710
Average retail price of electricity , Minnesota ,2007,9,9.03, Minnesota 20079
Average retail price of electricity , Minnesota ,2007,8,9.46, Minnesota 20078
Average retail price of electricity , Minnesota ,2007,7,9.75, Minnesota 20077
Average retail price of electricity , Minnesota ,2007,6,9.72, Minnesota 20076
Average retail price of electricity , Minnesota ,2007,5,9.23, Minnesota 20075
Average retail price of electricity , Minnesota ,2007,4,9.29, Minnesota 20074
Average retail price of electricity , Minnesota ,2007,3,8.85, Minnesota 20073
Average retail price of electricity , Minnesota ,2007,2,8.56, Minnesota 20072
Average retail price of electricity , Minnesota ,2007,1,8.63, Minnesota 20071
Average retail price of electricity , Minnesota ,2006,12,8.18, Minnesota 200612
Average retail price of electricity , Minnesota ,2006,11,8.67, Minnesota 200611
Average retail price of electricity , Minnesota ,2006,10,8.9, Minnesota 200610
Average retail price of electricity , Minnesota ,2006,9,8.7, Minnesota 20069
Average retail price of electricity , Minnesota ,2006,8,9.16, Minnesota 20068
Average retail price of electricity , Minnesota ,2006,7,9.45, Minnesota 20067
Average retail price of electricity , Minnesota ,2006,6,9.26, Minnesota 20066
Average retail price of electricity , Minnesota ,2006,5,8.81, Minnesota 20065
Average retail price of electricity , Minnesota ,2006,4,8.38, Minnesota 20064
Average retail price of electricity , Minnesota ,2006,3,7.98, Minnesota 20063
Average retail price of electricity , Minnesota ,2006,2,8.33, Minnesota 20062
Average retail price of electricity , Minnesota ,2006,1,8.12, Minnesota 20061
Average retail price of electricity , Minnesota ,2005,12,8.05, Minnesota 200512
Average retail price of electricity , Minnesota ,2005,11,8.13, Minnesota 200511
Average retail price of electricity , Minnesota ,2005,10,8.47, Minnesota 200510
Average retail price of electricity , Minnesota ,2005,9,8.76, Minnesota 20059
Average retail price of electricity , Minnesota ,2005,8,8.63, Minnesota 20058
Average retail price of electricity , Minnesota ,2005,7,8.74, Minnesota 20057
Average retail price of electricity , Minnesota ,2005,6,9.1, Minnesota 20056
Average retail price of electricity , Minnesota ,2005,5,8.32, Minnesota 20055
Average retail price of electricity , Minnesota ,2005,4,8.08, Minnesota 20054
Average retail price of electricity , Minnesota ,2005,3,7.75, Minnesota 20053
Average retail price of electricity , Minnesota ,2005,2,7.61, Minnesota 20052
Average retail price of electricity , Minnesota ,2005,1,7.49, Minnesota 20051
Average retail price of electricity , Minnesota ,2004,12,7.76, Minnesota 200412
Average retail price of electricity , Minnesota ,2004,11,7.65, Minnesota 200411
Average retail price of electricity , Minnesota ,2004,10,7.8, Minnesota 200410
Average retail price of electricity , Minnesota ,2004,9,8.28, Minnesota 20049
Average retail price of electricity , Minnesota ,2004,8,8.57, Minnesota 20048
Average retail price of electricity , Minnesota ,2004,7,8.79, Minnesota 20047
Average retail price of electricity , Minnesota ,2004,6,8.54, Minnesota 20046
Average retail price of electricity , Minnesota ,2004,5,7.94, Minnesota 20045
Average retail price of electricity , Minnesota ,2004,4,7.55, Minnesota 20044
Average retail price of electricity , Minnesota ,2004,3,7.47, Minnesota 20043
Average retail price of electricity , Minnesota ,2004,2,7.35, Minnesota 20042
Average retail price of electricity , Minnesota ,2004,1,7.34, Minnesota 20041
Average retail price of electricity , Minnesota ,2003,12,7.31, Minnesota 200312
Average retail price of electricity , Minnesota ,2003,11,7.22, Minnesota 200311
Average retail price of electricity , Minnesota ,2003,10,7.45, Minnesota 200310
Average retail price of electricity , Minnesota ,2003,9,7.71, Minnesota 20039
Average retail price of electricity , Minnesota ,2003,8,8.37, Minnesota 20038
Average retail price of electricity , Minnesota ,2003,7,8.26, Minnesota 20037
Average retail price of electricity , Minnesota ,2003,6,8.45, Minnesota 20036
Average retail price of electricity , Minnesota ,2003,5,7.76, Minnesota 20035
Average retail price of electricity , Minnesota ,2003,4,7.43, Minnesota 20034
Average retail price of electricity , Minnesota ,2003,3,7.33, Minnesota 20033
Average retail price of electricity , Minnesota ,2003,2,7.2, Minnesota 20032
Average retail price of electricity , Minnesota ,2003,1,7.14, Minnesota 20031
Average retail price of electricity , Minnesota ,2002,12,7.11, Minnesota 200212
Average retail price of electricity , Minnesota ,2002,11,7.14, Minnesota 200211
Average retail price of electricity , Minnesota ,2002,10,7.21, Minnesota 200210
Average retail price of electricity , Minnesota ,2002,9,7.63, Minnesota 20029
Average retail price of electricity , Minnesota ,2002,8,7.96, Minnesota 20028
Average retail price of electricity , Minnesota ,2002,7,7.98, Minnesota 20027
Average retail price of electricity , Minnesota ,2002,6,8.37, Minnesota 20026
Average retail price of electricity , Minnesota ,2002,5,7.51, Minnesota 20025
Average retail price of electricity , Minnesota ,2002,4,7.22, Minnesota 20024
Average retail price of electricity , Minnesota ,2002,3,7.11, Minnesota 20023
Average retail price of electricity , Minnesota ,2002,2,7.21, Minnesota 20022
Average retail price of electricity , Minnesota ,2002,1,7.05, Minnesota 20021
Average retail price of electricity , Minnesota ,2001,12,7.02, Minnesota 200112
Average retail price of electricity , Minnesota ,2001,11,7.27, Minnesota 200111
Average retail price of electricity , Minnesota ,2001,10,7.32, Minnesota 200110
Average retail price of electricity , Minnesota ,2001,9,7.69, Minnesota 20019
Average retail price of electricity , Minnesota ,2001,8,8.31, Minnesota 20018
Average retail price of electricity , Minnesota ,2001,7,8.26, Minnesota 20017
Average retail price of electricity , Minnesota ,2001,6,8.2, Minnesota 20016
Average retail price of electricity , Minnesota ,2001,5,7.87, Minnesota 20015
Average retail price of electricity , Minnesota ,2001,4,7.36, Minnesota 20014
Average retail price of electricity , Minnesota ,2001,3,7.31, Minnesota 20013
Average retail price of electricity , Minnesota ,2001,2,7.26, Minnesota 20012
Average retail price of electricity , Minnesota ,2001,1,7.03, Minnesota 20011
Average retail price of electricity , Mississippi ,2017,7,11.1, Mississippi 20177
Average retail price of electricity , Mississippi ,2017,6,11.4, Mississippi 20176
Average retail price of electricity , Mississippi ,2017,5,11.68, Mississippi 20175
Average retail price of electricity , Mississippi ,2017,4,11.64, Mississippi 20174
Average retail price of electricity , Mississippi ,2017,3,11.53, Mississippi 20173
Average retail price of electricity , Mississippi ,2017,2,11.27, Mississippi 20172
Average retail price of electricity , Mississippi ,2017,1,10.57, Mississippi 20171
Average retail price of electricity , Mississippi ,2016,12,10.68, Mississippi 201612
Average retail price of electricity , Mississippi ,2016,11,11.04, Mississippi 201611
Average retail price of electricity , Mississippi ,2016,10,10.66, Mississippi 201610
Average retail price of electricity , Mississippi ,2016,9,10.19, Mississippi 20169
Average retail price of electricity , Mississippi ,2016,8,10.31, Mississippi 20168
Average retail price of electricity , Mississippi ,2016,7,10.21, Mississippi 20167
Average retail price of electricity , Mississippi ,2016,6,10.64, Mississippi 20166
Average retail price of electricity , Mississippi ,2016,5,10.88, Mississippi 20165
Average retail price of electricity , Mississippi ,2016,4,11.01, Mississippi 20164
Average retail price of electricity , Mississippi ,2016,3,10.91, Mississippi 20163
Average retail price of electricity , Mississippi ,2016,2,10.32, Mississippi 20162
Average retail price of electricity , Mississippi ,2016,1,10.44, Mississippi 20161
Average retail price of electricity , Mississippi ,2015,12,11.14, Mississippi 201512
Average retail price of electricity , Mississippi ,2015,11,11.43, Mississippi 201511
Average retail price of electricity , Mississippi ,2015,10,11.24, Mississippi 201510
Average retail price of electricity , Mississippi ,2015,9,11.16, Mississippi 20159
Average retail price of electricity , Mississippi ,2015,8,11.01, Mississippi 20158
Average retail price of electricity , Mississippi ,2015,7,10.98, Mississippi 20157
Average retail price of electricity , Mississippi ,2015,6,11.63, Mississippi 20156
Average retail price of electricity , Mississippi ,2015,5,11.78, Mississippi 20155
Average retail price of electricity , Mississippi ,2015,4,12.04, Mississippi 20154
Average retail price of electricity , Mississippi ,2015,3,11.24, Mississippi 20153
Average retail price of electricity , Mississippi ,2015,2,11.3, Mississippi 20152
Average retail price of electricity , Mississippi ,2015,1,10.91, Mississippi 20151
Average retail price of electricity , Mississippi ,2014,12,11.25, Mississippi 201412
Average retail price of electricity , Mississippi ,2014,11,11.66, Mississippi 201411
Average retail price of electricity , Mississippi ,2014,10,11.49, Mississippi 201410
Average retail price of electricity , Mississippi ,2014,9,11.36, Mississippi 20149
Average retail price of electricity , Mississippi ,2014,8,11.56, Mississippi 20148
Average retail price of electricity , Mississippi ,2014,7,11.57, Mississippi 20147
Average retail price of electricity , Mississippi ,2014,6,11.65, Mississippi 20146
Average retail price of electricity , Mississippi ,2014,5,11.92, Mississippi 20145
Average retail price of electricity , Mississippi ,2014,4,11.82, Mississippi 20144
Average retail price of electricity , Mississippi ,2014,3,11.22, Mississippi 20143
Average retail price of electricity , Mississippi ,2014,2,10.57, Mississippi 20142
Average retail price of electricity , Mississippi ,2014,1,10.39, Mississippi 20141
Average retail price of electricity , Mississippi ,2013,12,10.54, Mississippi 201312
Average retail price of electricity , Mississippi ,2013,11,11.28, Mississippi 201311
Average retail price of electricity , Mississippi ,2013,10,10.93, Mississippi 201310
Average retail price of electricity , Mississippi ,2013,9,10.79, Mississippi 20139
Average retail price of electricity , Mississippi ,2013,8,10.77, Mississippi 20138
Average retail price of electricity , Mississippi ,2013,7,10.84, Mississippi 20137
Average retail price of electricity , Mississippi ,2013,6,11.1, Mississippi 20136
Average retail price of electricity , Mississippi ,2013,5,11.45, Mississippi 20135
Average retail price of electricity , Mississippi ,2013,4,11.27, Mississippi 20134
Average retail price of electricity , Mississippi ,2013,3,10.49, Mississippi 20133
