Category,Resource,State,Year,Month,Value(thousand tons),state_year_month
Total consumption , coal , North Dakota ,2014,3,1985.784, North Dakota 20143
Total consumption , coal , North Dakota ,2014,2,1979.009, North Dakota 20142
Total consumption , coal , North Dakota ,2014,1,2163.281, North Dakota 20141
Total consumption , coal , North Dakota ,2013,12,2019.622, North Dakota 201312
Total consumption , coal , North Dakota ,2013,11,1776.637, North Dakota 201311
Total consumption , coal , North Dakota ,2013,10,1797.653, North Dakota 201310
Total consumption , coal , North Dakota ,2013,9,1581.284, North Dakota 20139
Total consumption , coal , North Dakota ,2013,8,2150.823, North Dakota 20138
Total consumption , coal , North Dakota ,2013,7,2117.016, North Dakota 20137
Total consumption , coal , North Dakota ,2013,6,1721.884, North Dakota 20136
Total consumption , coal , North Dakota ,2013,5,1608.597, North Dakota 20135
Total consumption , coal , North Dakota ,2013,4,1586.022, North Dakota 20134
Total consumption , coal , North Dakota ,2013,3,2146.891, North Dakota 20133
Total consumption , coal , North Dakota ,2013,2,1925.803, North Dakota 20132
Total consumption , coal , North Dakota ,2013,1,1857.003, North Dakota 20131
Total consumption , coal , North Dakota ,2012,12,1996.359, North Dakota 201212
Total consumption , coal , North Dakota ,2012,11,1899.009, North Dakota 201211
Total consumption , coal , North Dakota ,2012,10,1791.647, North Dakota 201210
Total consumption , coal , North Dakota ,2012,9,1700.572, North Dakota 20129
Total consumption , coal , North Dakota ,2012,8,2083.748, North Dakota 20128
Total consumption , coal , North Dakota ,2012,7,2168.716, North Dakota 20127
Total consumption , coal , North Dakota ,2012,6,1854.468, North Dakota 20126
Total consumption , coal , North Dakota ,2012,5,1686.612, North Dakota 20125
Total consumption , coal , North Dakota ,2012,4,1626.078, North Dakota 20124
Total consumption , coal , North Dakota ,2012,3,1930.604, North Dakota 20123
Total consumption , coal , North Dakota ,2012,2,1951.186, North Dakota 20122
Total consumption , coal , North Dakota ,2012,1,2105.754, North Dakota 20121
Total consumption , coal , North Dakota ,2011,12,2051.462, North Dakota 201112
Total consumption , coal , North Dakota ,2011,11,1770.417, North Dakota 201111
Total consumption , coal , North Dakota ,2011,10,1826.319, North Dakota 201110
Total consumption , coal , North Dakota ,2011,9,1664.809, North Dakota 20119
Total consumption , coal , North Dakota ,2011,8,1882.971, North Dakota 20118
Total consumption , coal , North Dakota ,2011,7,1972.33, North Dakota 20117
Total consumption , coal , North Dakota ,2011,6,1573.668, North Dakota 20116
Total consumption , coal , North Dakota ,2011,5,1465.568, North Dakota 20115
Total consumption , coal , North Dakota ,2011,4,1566.448, North Dakota 20114
Total consumption , coal , North Dakota ,2011,3,2035.829, North Dakota 20113
Total consumption , coal , North Dakota ,2011,2,1993.9, North Dakota 20112
Total consumption , coal , North Dakota ,2011,1,2252.389, North Dakota 20111
Total consumption , coal , North Dakota ,2010,12,2152.956, North Dakota 201012
Total consumption , coal , North Dakota ,2010,11,1792.134, North Dakota 201011
Total consumption , coal , North Dakota ,2010,10,1646.433, North Dakota 201010
Total consumption , coal , North Dakota ,2010,9,1693.73, North Dakota 20109
Total consumption , coal , North Dakota ,2010,8,2090.764, North Dakota 20108
Total consumption , coal , North Dakota ,2010,7,2058.892, North Dakota 20107
Total consumption , coal , North Dakota ,2010,6,1939.487, North Dakota 20106
Total consumption , coal , North Dakota ,2010,5,1707.801, North Dakota 20105
Total consumption , coal , North Dakota ,2010,4,1665.735, North Dakota 20104
Total consumption , coal , North Dakota ,2010,3,2067.013, North Dakota 20103
Total consumption , coal , North Dakota ,2010,2,2037.059, North Dakota 20102
Total consumption , coal , North Dakota ,2010,1,2261.122, North Dakota 20101
Total consumption , coal , North Dakota ,2009,12,2220.864, North Dakota 200912
Total consumption , coal , North Dakota ,2009,11,2159.323, North Dakota 200911
Total consumption , coal , North Dakota ,2009,10,1883.213, North Dakota 200910
Total consumption , coal , North Dakota ,2009,9,1786.987, North Dakota 20099
Total consumption , coal , North Dakota ,2009,8,2121.236, North Dakota 20098
Total consumption , coal , North Dakota ,2009,7,2083.285, North Dakota 20097
Total consumption , coal , North Dakota ,2009,6,2026.782, North Dakota 20096
Total consumption , coal , North Dakota ,2009,5,1912.674, North Dakota 20095
Total consumption , coal , North Dakota ,2009,4,1924.872, North Dakota 20094
Total consumption , coal , North Dakota ,2009,3,2173.161, North Dakota 20093
Total consumption , coal , North Dakota ,2009,2,2059.014, North Dakota 20092
Total consumption , coal , North Dakota ,2009,1,2241.831, North Dakota 20091
Total consumption , coal , North Dakota ,2008,12,2273.791, North Dakota 200812
Total consumption , coal , North Dakota ,2008,11,2231.596, North Dakota 200811
Total consumption , coal , North Dakota ,2008,10,2078.415, North Dakota 200810
Total consumption , coal , North Dakota ,2008,9,2063.457, North Dakota 20089
Total consumption , coal , North Dakota ,2008,8,2330.59, North Dakota 20088
Total consumption , coal , North Dakota ,2008,7,2277.303, North Dakota 20087
Total consumption , coal , North Dakota ,2008,6,1885.897, North Dakota 20086
Total consumption , coal , North Dakota ,2008,5,1741.733, North Dakota 20085
Total consumption , coal , North Dakota ,2008,4,1723.824, North Dakota 20084
Total consumption , coal , North Dakota ,2008,3,1954.424, North Dakota 20083
Total consumption , coal , North Dakota ,2008,2,2070.841, North Dakota 20082
Total consumption , coal , North Dakota ,2008,1,2261.444, North Dakota 20081
Total consumption , coal , North Dakota ,2007,12,2247.874, North Dakota 200712
Total consumption , coal , North Dakota ,2007,11,1926.66, North Dakota 200711
Total consumption , coal , North Dakota ,2007,10,1958.387, North Dakota 200710
Total consumption , coal , North Dakota ,2007,9,1852.722, North Dakota 20079
Total consumption , coal , North Dakota ,2007,8,2328.084, North Dakota 20078
Total consumption , coal , North Dakota ,2007,7,2293.056, North Dakota 20077
Total consumption , coal , North Dakota ,2007,6,1991.731, North Dakota 20076
Total consumption , coal , North Dakota ,2007,5,1946.446, North Dakota 20075
Total consumption , coal , North Dakota ,2007,4,1816.148, North Dakota 20074
Total consumption , coal , North Dakota ,2007,3,1985.562, North Dakota 20073
Total consumption , coal , North Dakota ,2007,2,2050.055, North Dakota 20072
Total consumption , coal , North Dakota ,2007,1,2241.966, North Dakota 20071
Total consumption , coal , North Dakota ,2006,12,2266.22267, North Dakota 200612
Total consumption , coal , North Dakota ,2006,11,1413.99285, North Dakota 200611
Total consumption , coal , North Dakota ,2006,10,2049.32967, North Dakota 200610
Total consumption , coal , North Dakota ,2006,9,2066.63629, North Dakota 20069
Total consumption , coal , North Dakota ,2006,8,2328.9043, North Dakota 20068
Total consumption , coal , North Dakota ,2006,7,2297.90849, North Dakota 20067
Total consumption , coal , North Dakota ,2006,6,1986.28201, North Dakota 20066
Total consumption , coal , North Dakota ,2006,5,1697.36978, North Dakota 20065
Total consumption , coal , North Dakota ,2006,4,1841.31825, North Dakota 20064
Total consumption , coal , North Dakota ,2006,3,2054.66459, North Dakota 20063
Total consumption , coal , North Dakota ,2006,2,2081.63413, North Dakota 20062
Total consumption , coal , North Dakota ,2006,1,2214.19199, North Dakota 20061
Total consumption , coal , North Dakota ,2005,12,2307.21844, North Dakota 200512
Total consumption , coal , North Dakota ,2005,11,2205.2482, North Dakota 200511
Total consumption , coal , North Dakota ,2005,10,2227.35673, North Dakota 200510
Total consumption , coal , North Dakota ,2005,9,2098.04949, North Dakota 20059
Total consumption , coal , North Dakota ,2005,8,2297.66841, North Dakota 20058
Total consumption , coal , North Dakota ,2005,7,2279.70568, North Dakota 20057
Total consumption , coal , North Dakota ,2005,6,1847.26481, North Dakota 20056
Total consumption , coal , North Dakota ,2005,5,2020.05928, North Dakota 20055
Total consumption , coal , North Dakota ,2005,4,1694.70193, North Dakota 20054
Total consumption , coal , North Dakota ,2005,3,2032.13172, North Dakota 20053
Total consumption , coal , North Dakota ,2005,2,2083.73642, North Dakota 20052
Total consumption , coal , North Dakota ,2005,1,2224.01091, North Dakota 20051
Total consumption , coal , North Dakota ,2004,12,2217.61628, North Dakota 200412
Total consumption , coal , North Dakota ,2004,11,2075.56791, North Dakota 200411
Total consumption , coal , North Dakota ,2004,10,1839.84814, North Dakota 200410
Total consumption , coal , North Dakota ,2004,9,1797.37465, North Dakota 20049
Total consumption , coal , North Dakota ,2004,8,2127.00456, North Dakota 20048
Total consumption , coal , North Dakota ,2004,7,2162.71207, North Dakota 20047
Total consumption , coal , North Dakota ,2004,6,2036.15337, North Dakota 20046
Total consumption , coal , North Dakota ,2004,5,1806.56124, North Dakota 20045
Total consumption , coal , North Dakota ,2004,4,1671.64273, North Dakota 20044
Total consumption , coal , North Dakota ,2004,3,1987.94535, North Dakota 20043
Total consumption , coal , North Dakota ,2004,2,2027.21853, North Dakota 20042
Total consumption , coal , North Dakota ,2004,1,2164.92217, North Dakota 20041
Total consumption , coal , North Dakota ,2003,12,2300.552, North Dakota 200312
Total consumption , coal , North Dakota ,2003,11,2169.594, North Dakota 200311
Total consumption , coal , North Dakota ,2003,10,2036.345, North Dakota 200310
Total consumption , coal , North Dakota ,2003,9,1909.683, North Dakota 20039
Total consumption , coal , North Dakota ,2003,8,2268.007, North Dakota 20038
Total consumption , coal , North Dakota ,2003,7,2286.599, North Dakota 20037
Total consumption , coal , North Dakota ,2003,6,1900.088, North Dakota 20036
Total consumption , coal , North Dakota ,2003,5,1762.102, North Dakota 20035
Total consumption , coal , North Dakota ,2003,4,1787.497, North Dakota 20034
Total consumption , coal , North Dakota ,2003,3,2326.86, North Dakota 20033
Total consumption , coal , North Dakota ,2003,2,2068.564, North Dakota 20032
Total consumption , coal , North Dakota ,2003,1,2357.084, North Dakota 20031
Total consumption , coal , North Dakota ,2002,12,2275.758, North Dakota 200212
Total consumption , coal , North Dakota ,2002,11,2196.05, North Dakota 200211
Total consumption , coal , North Dakota ,2002,10,2208.223, North Dakota 200210
Total consumption , coal , North Dakota ,2002,9,2004.3, North Dakota 20029
Total consumption , coal , North Dakota ,2002,8,2189.205, North Dakota 20028
Total consumption , coal , North Dakota ,2002,7,2243.651, North Dakota 20027
Total consumption , coal , North Dakota ,2002,6,1943.563, North Dakota 20026
Total consumption , coal , North Dakota ,2002,5,1886.028, North Dakota 20025
Total consumption , coal , North Dakota ,2002,4,1802.257, North Dakota 20024
Total consumption , coal , North Dakota ,2002,3,2229.327, North Dakota 20023
Total consumption , coal , North Dakota ,2002,2,1958.992, North Dakota 20022
Total consumption , coal , North Dakota ,2002,1,2309.956, North Dakota 20021
Total consumption , coal , North Dakota ,2001,12,2411.255, North Dakota 200112
Total consumption , coal , North Dakota ,2001,11,2023.607, North Dakota 200111
Total consumption , coal , North Dakota ,2001,10,1924.735, North Dakota 200110
Total consumption , coal , North Dakota ,2001,9,1890.447, North Dakota 20019
Total consumption , coal , North Dakota ,2001,8,2276.86, North Dakota 20018
Total consumption , coal , North Dakota ,2001,7,2216.226, North Dakota 20017
Total consumption , coal , North Dakota ,2001,6,1814.903, North Dakota 20016
Total consumption , coal , North Dakota ,2001,5,1886.718, North Dakota 20015
Total consumption , coal , North Dakota ,2001,4,1874.768, North Dakota 20014
